improved,iteration,mean_fit_time,mean_score_time,mean_test_score,param_batch_size,param_hidden_layer_sizes,param_learning_rate_init,params,rank_test_score,split0_test_score,split1_test_score,std_fit_time,std_score_time,std_test_score
False,34,0.08593928813934326,0.0,0.4823872081037706,64,"(4, 1)",0.05630632952294517,"{'batch_size': 64, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.05630632952294517}",1,-0.0004684854089820334,0.9652429016165233,0.023447155952453613,0.0,0.48285569351275265
False,35,0.053429245948791504,0.0,0.4913990538280568,139,"(4, 1)",0.1,"{'batch_size': 139, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,-0.00021793983287721197,0.9830160474889909,0.024687647819519043,0.0,0.49161699366093403
False,36,0.14510178565979004,0.0,0.942763168488518,31,"(4, 1)",0.1,"{'batch_size': 31, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.9271378708289364,0.9583884661480998,0.004462480545043945,0.0,0.015625297659581705
False,37,0.05468642711639404,0.0,0.8758016102338614,136,"(4, 1)",0.1,"{'batch_size': 136, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.8302080986211261,0.9213951218465966,0.0078200101852417,0.0,0.045593511612735234
False,38,0.12313151359558105,0.0,0.9291474015632514,53,"(4, 1)",0.1,"{'batch_size': 53, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.8979719579075848,0.9603228452189181,0.03312849998474121,0.0,0.031175443655666654
False,39,0.04687607288360596,0.0,-0.0022660602898543214,64,"(2, 1)",0.1,"{'batch_size': 64, 'hidden_layer_sizes': (2, 1), 'learning_rate_init': 0.1}",1,-0.003096449106187338,-0.001435671473521305,3.4570693969726562e-06,0.0,0.0008303888163330164
False,40,0.06725549697875977,0.0,0.8645635527770308,64,"(3, 1)",0.1,"{'batch_size': 64, 'hidden_layer_sizes': (3, 1), 'learning_rate_init': 0.1}",1,0.9142941702515016,0.8148329353025602,0.004760026931762695,0.0,0.049730617474470724
False,41,0.167985200881958,0.0,0.8816219259296774,47,"(4, 1)",0.1,"{'batch_size': 47, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.8554891918731451,0.9077546599862097,0.07421064376831055,0.0,0.026132734056532325
False,42,0.1388721466064453,0.0,0.4496344645043758,64,"(4, 1, 1)",0.1,"{'batch_size': 64, 'hidden_layer_sizes': (4, 1, 1), 'learning_rate_init': 0.1}",1,0.8993940402112808,-0.00012511120252933772,0.0330049991607666,0.0,0.44975957570690506
False,43,0.08594584465026855,0.0,0.9167221937091781,64,"(4, 1)",0.22768268717976428,"{'batch_size': 64, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.22768268717976428}",1,0.9269106289619675,0.9065337584563886,0.023439407348632812,0.0,0.010188435252789452
False,44,0.15564560890197754,0.0,0.9139550728055638,64,"(4, 1, 1)",0.1,"{'batch_size': 64, 'hidden_layer_sizes': (4, 1, 1), 'learning_rate_init': 0.1}",1,0.8506314672687632,0.9772786783423643,0.05724978446960449,0.0,0.06332360553680055
False,45,0.09375166893005371,0.0,0.49025457736877587,64,"(4, 1, 1)",0.1,"{'batch_size': 64, 'hidden_layer_sizes': (4, 1, 1), 'learning_rate_init': 0.1}",1,-0.00041473154687854397,0.9809238862844302,0.04688763618469238,0.0,0.49066930891565436
False,46,0.05260574817657471,0.007813334465026855,-0.0001566162068818988,64,"(4, 1, 1)",0.1,"{'batch_size': 64, 'hidden_layer_sizes': (4, 1, 1), 'learning_rate_init': 0.1}",1,-3.30592278894315e-05,-0.0002801731858743661,0.021351933479309082,0.007813334465026855,0.00012355697899246731
False,47,0.247461199760437,0.0,0.9169142908616624,15,"(4, 1)",0.1,"{'batch_size': 15, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.8800227963695282,0.9538057853537966,0.04431450366973877,0.0,0.03689149449213419
False,48,0.06249809265136719,0.00780332088470459,-0.0027479813202146985,64,"(29, 1)",0.1,"{'batch_size': 64, 'hidden_layer_sizes': (29, 1), 'learning_rate_init': 0.1}",1,-0.00021112712666049305,-0.005284835513768904,8.821487426757812e-06,0.00780332088470459,0.0025368541935542055
False,49,0.11427319049835205,0.007804274559020996,0.9227875577728897,64,"(4, 1)",0.14282846501677657,"{'batch_size': 64, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.14282846501677657}",1,0.9144739655028066,0.9311011500429728,0.004869818687438965,0.007804274559020996,0.008313592270083103
False,50,0.12934088706970215,0.0,0.921306546225853,64,"(4, 1, 1)",0.1,"{'batch_size': 64, 'hidden_layer_sizes': (4, 1, 1), 'learning_rate_init': 0.1}",1,0.9289013478709114,0.9137117445807945,0.04253578186035156,0.0,0.0075948016450584355
False,51,0.09375417232513428,0.0,0.736632315477584,64,"(4, 1)",0.23136286169041634,"{'batch_size': 64, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.23136286169041634}",1,0.7015170388950942,0.771747592060074,0.03125917911529541,0.0,0.03511527658248992
False,52,0.13232338428497314,0.0,0.9562552762177423,64,"(4, 1)",0.06419050293523976,"{'batch_size': 64, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.06419050293523976}",1,0.9576543633676798,0.9548561890678049,0.026572823524475098,0.0,0.0013990871499374724
False,53,0.0781240463256836,0.0,0.9264968444833165,64,"(4, 5)",0.1,"{'batch_size': 64, 'hidden_layer_sizes': (4, 5), 'learning_rate_init': 0.1}",1,0.9206960091317948,0.9322976798348379,9.775161743164062e-06,0.0,0.005800835351521538
False,54,0.05424821376800537,0.00780332088470459,0.2818220908512137,64,"(1, 1)",0.1,"{'batch_size': 64, 'hidden_layer_sizes': (1, 1), 'learning_rate_init': 0.1}",1,0.5695952047846573,-0.005951023082229946,0.03860199451446533,0.00780332088470459,0.2877731139334436
True,55,0.0988541841506958,0.00780332088470459,0.9683024095387828,73,"(4, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.9743778088797336,0.962227010197832,0.005106329917907715,0.00780332088470459,0.0060753993409508045
False,56,0.05468416213989258,0.0,0.47825960917868554,73,"(4, 1)",0.07706749829394427,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.07706749829394427}",1,0.9567877960182051,-0.00026857766083421275,0.007804155349731445,0.0,0.47852818683951964
False,57,0.16121387481689453,0.0,0.937774208205246,37,"(4, 1)",0.1,"{'batch_size': 37, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.9056968812028314,0.9698515352076605,0.041933298110961914,0.0,0.03207732700241456
False,58,0.10657620429992676,0.0,0.4697335989337038,73,"(4, 1, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1, 1), 'learning_rate_init': 0.1}",1,-0.0013947810196119903,0.9408619788870196,0.05971169471740723,0.0,0.47112837995331586
False,59,0.039063096046447754,0.0,0.4888796101317642,446,"(4, 1)",0.1,"{'batch_size': 446, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,-0.004127667201950569,0.9818868874654788,0.023450732231140137,0.0,0.49300727733371474
False,60,0.06909584999084473,0.0,-0.0014970993310340353,73,"(4, 1, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1, 1), 'learning_rate_init': 0.1}",1,-0.0015857709826019306,-0.00140842767946614,0.0222322940826416,0.0,8.867165156789536e-05
False,61,0.039066195487976074,0.0,-0.00026480548010043847,73,"(4, 1, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1, 1), 'learning_rate_init': 0.1}",1,-0.0002966541166293801,-0.00023295684357149682,0.007813572883605957,0.0,3.1848636528941654e-05
False,62,0.05968582630157471,0.0,0.46663506363790364,73,"(4, 1)",0.23929924706419908,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.23929924706419908}",1,-9.150482112074698e-05,0.933361632096928,0.02844250202178955,0.0,0.4667265684590244
False,63,0.0859445333480835,0.0,0.39616493850263423,42,"(4, 1)",0.1,"{'batch_size': 42, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,-0.004754586685334905,0.7970844636906034,0.03906834125518799,0.0,0.40091952518796914
False,64,0.09536516666412354,0.0,0.8420596309746333,73,"(3, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (3, 1), 'learning_rate_init': 0.1}",1,0.7754674005334494,0.9086518614158174,0.017232537269592285,0.0,0.06659223044118401
False,65,0.08011758327484131,0.0,0.456503451641101,47,"(4, 1)",0.1,"{'batch_size': 47, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.91301141829466,-4.515012457906309e-06,0.017614006996154785,0.0,0.45650796665355897
False,66,0.06828022003173828,0.0,0.40258215995057706,73,"(1, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (1, 1), 'learning_rate_init': 0.1}",1,0.8061383013083261,-0.0009739814071720865,0.021380186080932617,0.0,0.4035561413577491
False,67,0.07031166553497314,0.0,0.7963367882874185,68,"(4, 1)",0.1,"{'batch_size': 68, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.8135640767619972,0.7791094998128398,0.007817387580871582,0.0,0.01722728847457866
False,68,0.051726579666137695,0.0,0.45821140365267055,73,"(4, 1)",0.3074691165990874,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.3074691165990874}",1,0.9168866972006431,-0.0004638898953019943,0.0204770565032959,0.0,0.45867529354797254
False,69,0.15453088283538818,0.0,0.9340110674617099,42,"(4, 1)",0.1,"{'batch_size': 42, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.9381033353823147,0.9299187995411048,0.01734936237335205,0.0,0.004092267920604964
False,70,0.26215803623199463,0.0,-0.00663216756452667,16,"(4, 1)",0.1,"{'batch_size': 16, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,-0.0005181870565678093,-0.01274614807248553,0.05039513111114502,0.0,0.0061139805079588605
False,71,0.06250500679016113,0.0,0.4417363120798558,73,"(4, 1, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1, 1), 'learning_rate_init': 0.1}",1,0.8838148346441691,-0.0003422104844574836,1.6689300537109375e-06,0.0,0.4420785225643133
False,72,0.02526223659515381,0.0020073652267456055,0.40788777600585013,304,"(4, 1)",0.1,"{'batch_size': 304, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.8171901462445346,-0.0014145942328342986,0.005976319313049316,0.0020073652267456055,0.40930237023868443
False,73,0.30294370651245117,0.0,0.9637995563059638,73,"(4, 1)",0.0233403013105795,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.0233403013105795}",1,0.9408872557943015,0.9867118568176259,0.08774280548095703,0.0,0.022912300511662154
False,74,0.09375345706939697,0.0,0.7772075938824382,73,"(4, 2)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (4, 2), 'learning_rate_init': 0.1}",1,0.9205820196477841,0.6338331681170924,6.794929504394531e-06,0.0,0.14337442576534581
False,75,0.08012151718139648,0.0,0.9629755998036453,176,"(4, 1)",0.1,"{'batch_size': 176, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.9750886461913343,0.9508625534159562,0.013637542724609375,0.0,0.012113046387689064
False,76,0.12181568145751953,0.007809996604919434,0.8549031134284102,73,"(4, 1)",0.03355902272164502,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.03355902272164502}",1,0.9231758425055643,0.7866303843512562,0.0031986236572265625,0.007809996604919434,0.06827272907715404
False,77,0.0937579870223999,0.0,0.4652177256667176,73,"(4, 1, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1, 1), 'learning_rate_init': 0.1}",1,-8.329551681707237e-05,0.9305187468502523,0.03125464916229248,0.0,0.4653010211835346
False,78,0.18673312664031982,0.0,0.9538574352017305,73,"(4, 1)",0.05500256547178435,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.05500256547178435}",1,0.9277460303053919,0.979968840098069,0.05805408954620361,0.0,0.026111404896338508
False,79,0.09375894069671631,0.0,0.9272011460705915,73,"(7, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (7, 1), 'learning_rate_init': 0.1}",1,0.9474764836372558,0.9069258085039272,0.01562654972076416,0.0,0.020275337566664272
False,80,0.08847641944885254,0.0,0.9267183865565869,73,"(3, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (3, 1), 'learning_rate_init': 0.1}",1,0.9465509441458818,0.9068858289672916,0.01034235954284668,0.0,0.019832557589295086
False,81,0.09092402458190918,0.0,0.8824148826165641,73,"(4, 1)",0.06180154620586075,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.06180154620586075}",1,0.9514553173447773,0.8133744478883511,0.0028340816497802734,0.0,0.06904043472821308
False,82,0.03959012031555176,0.0,-0.002124075884420873,73,"(4, 1)",0.9194443762100541,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.9194443762100541}",1,-0.0005292166766839301,-0.0037189350921578157,0.008337020874023438,0.0,0.0015948592077369428
False,83,0.12156116962432861,0.0,0.9535479213729235,73,"(6, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (6, 1), 'learning_rate_init': 0.1}",1,0.9539453362420903,0.9531505065037568,0.04343616962432861,0.0,0.00039741486916677893
False,84,0.23946142196655273,0.0,0.9535513626609623,73,"(4, 1)",0.03423124165192936,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.03423124165192936}",1,0.9388736427137003,0.9682290826082243,0.010564088821411133,0.0,0.014677719947261969
False,85,0.1144949197769165,0.007803559303283691,0.9450626116785305,73,"(4, 1, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1, 1), 'learning_rate_init': 0.1}",1,0.9375415656643602,0.9525836576927007,0.010517716407775879,0.007803559303283691,0.007521046014170252
False,86,0.20873498916625977,0.0,0.45296564068213585,18,"(4, 1)",0.1,"{'batch_size': 18, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.9079049349642112,-0.0019736535999395066,0.09934711456298828,0.0,0.45493929428207536
False,87,0.03906881809234619,0.007803201675415039,0.868924757642412,276,"(4, 1)",0.1,"{'batch_size': 276, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.8162398850576059,0.921609630227218,0.02345740795135498,0.007803201675415039,0.05268487258480603
False,88,0.0837411880493164,0.0,0.9262649521541444,73,"(4, 1)",0.06586343074046568,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.06586343074046568}",1,0.9439945583365636,0.9085353459717251,0.005587577819824219,0.0,0.017729606182419255
False,89,0.09375739097595215,0.0,0.3952894187339064,60,"(4, 1)",0.1,"{'batch_size': 60, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,-0.015218222574372886,0.8057970600421857,0.03126335144042969,0.0,0.41050764130827927
False,90,0.035114169120788574,0.0,-0.004202510638733115,73,"(4, 1)",0.3806608172908743,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.3806608172908743}",1,-0.007993311018868132,-0.00041171025859809696,0.0038694143295288086,0.0,0.003790800380135017
False,91,0.16066288948059082,0.0,0.9404516612121963,73,"(5, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (5, 1), 'learning_rate_init': 0.1}",1,0.950331010315141,0.9305723121092513,0.042504072189331055,0.0,0.009879349102944857
False,92,0.046872496604919434,0.0,0.4761394737799793,73,"(4, 1)",0.11835860068725146,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.11835860068725146}",1,0.9523399190667312,-6.0971506772755646e-05,0.015619397163391113,0.0,0.47620044528675204
False,93,0.08223390579223633,0.0,0.8592105196536056,73,"(4, 1, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1, 1), 'learning_rate_init': 0.1}",1,0.9744845650107288,0.7439364742964825,0.004082441329956055,0.0,0.11527404535712316
False,94,0.17630434036254883,0.0,0.8774817256951088,73,"(4, 1, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1, 1), 'learning_rate_init': 0.1}",1,0.7911335397138052,0.9638299116764125,0.01121211051940918,0.0,0.08634818598130367
False,95,0.07031059265136719,0.0,0.9391763801119847,134,"(4, 1)",0.1,"{'batch_size': 134, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.1}",1,0.9333781687868731,0.9449745914370966,0.007803916931152344,0.0,0.005798211325111768
False,96,0.0670238733291626,0.0,-0.007277992071750283,73,"(4, 1)",0.23824358746742252,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.23824358746742252}",1,-0.004774770963834829,-0.009781213179665738,0.02014315128326416,0.0,0.0025032211079154547
False,97,0.07812631130218506,0.0,0.8797105026761628,73,"(4, 2)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (4, 2), 'learning_rate_init': 0.1}",1,0.7818182074418035,0.9776027979105222,4.649162292480469e-06,0.0,0.09789229523435934
False,98,0.0901418924331665,0.0,0.48698079487921403,73,"(20, 1)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (20, 1), 'learning_rate_init': 0.1}",1,0.9757641358939906,-0.0018025461355624106,0.011989235877990723,0.0,0.4887833410147765
False,99,0.07831394672393799,0.0,0.8691067240133629,73,"(4, 2)",0.1,"{'batch_size': 73, 'hidden_layer_sizes': (4, 2), 'learning_rate_init': 0.1}",1,0.934618862673411,0.8035945853533146,0.00018084049224853516,0.0,0.06551213866004818
True,100,0.14554321765899658,0.0,0.9707213044023085,73,"(4, 1)",0.02880757024314355,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.02880757024314355}",1,0.9594693584927461,0.9819732503118709,0.004903912544250488,0.0,0.011251945909562413
False,101,0.19327807426452637,0.0,0.9275902731178474,73,"(4, 1, 1)",0.02880757024314355,"{'batch_size': 73, 'hidden_layer_sizes': (4, 1, 1), 'learning_rate_init': 0.02880757024314355}",1,0.9808845837737111,0.8742959624619835,0.09952449798583984,0.0,0.05329431065586382
False,102,0.24841833114624023,0.0,0.9667227271051728,41,"(4, 1)",0.02880757024314355,"{'batch_size': 41, 'hidden_layer_sizes': (4, 1), 'learning_rate_init': 0.02880757024314355}",1,0.9486294895052939,0.9848159647050518,0.014019012451171875,0.0,0.018093237599878964
